Wvlgth nm,Global tilt W*m-2*nm-1
843.646,329.96
843.959,342.38
844.272,307.63
844.585,322.52
844.898,394.5
845.21,352.3
845.523,357.27
845.835,315.07
846.148,327.48
846.46,354.79
846.773,267.91
847.085,359.75
847.397,320.04
847.71,255.5
848.022,320.04
848.334,275.36
848.646,322.52
848.958,292.73
849.27,344.86
849.582,352.3
849.894,305.14
850.205,387.05
850.517,342.38
850.829,349.82
851.141,362.23
851.452,339.89
851.764,364.71
852.075,307.63
852.386,327.48
852.698,292.73
853.009,406.91
853.32,339.89
853.632,329.96
853.943,265.43
854.254,307.63
854.565,339.89
854.876,352.3
855.187,367.2
855.497,295.22
855.808,329.96
856.119,362.23
856.43,322.52
856.74,334.93
857.051,389.54
857.361,362.23
857.672,387.05
857.982,307.63
858.293,310.11
858.603,337.41
858.913,317.55
859.223,384.57
859.533,305.14
859.844,322.52
860.154,305.14
860.464,349.82
860.773,329.96
861.083,424.28
861.393,352.3
861.703,334.93
862.013,392.02
862.322,357.27
862.632,369.68
862.941,337.41
863.251,334.93
863.56,377.12
863.869,329.96
864.179,372.16
864.488,389.54
864.797,285.29
865.106,320.04
865.415,282.8
865.724,302.66
866.033,307.63
866.342,280.32
866.651,337.41
866.96,362.23
867.269,317.55
867.577,290.25
867.886,352.3
868.195,300.18
868.503,307.63
868.812,285.29
869.12,327.48
869.428,367.2
869.737,347.34
870.045,359.75
870.353,305.14
870.661,325
870.969,354.79
871.277,334.93
871.585,347.34
871.893,329.96
872.201,349.82
872.509,305.14
872.817,315.07
873.124,230.68
873.432,307.63
873.739,287.77
874.047,374.64
874.354,344.86
874.662,322.52
874.969,354.79
875.276,364.71
875.584,315.07
875.891,364.71
876.198,292.73
876.505,339.89
876.812,374.64
877.119,339.89
877.426,320.04
877.733,287.77
878.04,352.3
878.346,320.04
878.653,287.77
878.96,337.41
879.266,320.04
879.573,307.63
879.879,382.09
880.185,339.89
880.492,389.54
880.798,297.7
881.104,329.96
881.411,347.34
881.717,411.87
882.023,282.8
882.329,354.79
882.635,392.02
882.941,305.14
883.246,297.7
883.552,352.3
883.858,300.18
884.164,332.45
884.469,300.18
884.775,320.04
885.08,401.95
885.386,342.38
885.691,327.48
885.996,362.23
886.302,332.45
886.607,327.48
886.912,392.02
887.217,325
887.522,396.98
887.827,332.45
888.132,315.07
888.437,337.41
888.742,300.18
889.046,270.39
889.351,411.87
889.656,295.22
889.96,409.39
890.265,342.38
890.569,387.05
890.874,347.34
891.178,300.18
891.483,332.45
891.787,322.52
892.091,260.47
892.395,334.93
892.699,262.95
893.003,322.52
893.307,332.45
893.611,272.88
893.915,384.57
894.219,332.45
894.523,322.52
894.826,332.45
895.13,312.59
895.433,339.89
895.737,317.55
896.04,277.84
896.344,357.27
896.647,332.45
896.95,362.23
897.254,310.11
897.557,245.57
897.86,329.96
898.163,387.05
898.466,387.05
898.769,322.52
899.072,285.29
899.375,392.02
899.677,290.25
899.98,334.93
900.283,372.16
900.585,334.93
900.888,352.3
901.191,282.8
901.493,325
901.795,362.23
902.098,329.96
902.4,327.48
902.702,327.48
903.004,394.5
903.306,277.84
903.608,267.91
903.91,464
904.212,275.36
904.514,359.75
904.816,354.79
905.118,310.11
905.42,339.89
905.721,280.32
906.023,367.2
906.324,399.46
906.626,411.87
906.927,332.45
907.228,367.2
907.53,325
907.831,332.45
908.132,372.16
908.433,362.23
908.734,310.11
909.035,339.89
909.336,267.91
909.637,287.77
909.938,372.16
910.239,322.52
910.54,282.8
910.84,260.47
911.141,354.79
911.441,431.73
911.742,377.12
912.042,312.59
912.343,317.55
912.643,334.93
912.943,302.66
913.244,280.32
913.544,416.84
913.844,424.28
914.144,344.86
914.444,431.73
914.744,317.55
915.044,384.57
915.343,290.25
915.643,290.25
915.943,327.48
916.243,275.36
916.542,339.89
916.842,347.34
917.141,337.41
917.441,310.11
917.74,315.07
918.039,292.73
918.338,384.57
918.638,344.86
918.937,367.2
919.236,260.47
919.535,322.52
919.834,354.79
920.133,290.25
920.431,384.57
920.73,267.91
921.029,347.34
921.328,369.68
921.626,262.95
921.925,320.04
922.223,325
922.522,300.18
922.82,307.63
923.118,322.52
923.417,223.23
923.715,280.32
924.013,382.09
924.311,329.96
924.609,337.41
924.907,287.77
925.205,352.3
925.503,347.34
925.801,377.12
926.098,285.29
926.396,300.18
926.694,312.59
926.991,364.71
927.289,310.11
927.586,285.29
927.884,337.41
