local_time,power_output
2018-12-31 00:00:00+00:00,0.4318
2019-01-31 00:00:00+00:00,0.5227
2019-02-28 00:00:00+00:00,0.8636
2019-03-31 00:00:00+00:00,1.8636
2019-04-30 00:00:00+00:00,2.1363
2019-05-31 00:00:00+00:00,1.8863
2019-06-30 00:00:00+00:00,1.2954
2019-07-31 00:00:00+00:00,2.1136
2019-08-31 00:00:00+00:00,1.8409
2019-09-30 00:00:00+00:00,0.4537
2019-10-31 00:00:00+00:00,0.4909
2019-11-30 00:00:00+00:00,0.5454
