Wvlgth nm,Global tilt W*m-2*nm-1
612.127,482.15
612.476,516.9
612.825,452.36
613.173,531.79
613.522,407.69
613.87,425.06
614.218,432.51
614.567,410.17
614.915,449.88
615.263,506.97
615.611,474.7
615.96,360.53
616.308,348.12
616.656,427.54
617.004,367.97
617.352,315.85
617.7,412.65
618.047,392.79
618.395,412.65
618.743,397.76
619.091,434.99
619.438,355.56
619.786,310.88
620.134,385.35
620.481,387.83
620.829,325.78
621.176,355.56
621.523,343.15
621.871,345.63
622.218,392.79
622.565,410.17
622.912,400.24
623.259,410.17
623.607,375.42
623.954,355.56
624.301,377.9
624.648,372.94
624.994,417.61
625.341,380.38
625.688,420.1
626.035,283.58
626.382,370.45
626.728,353.08
627.075,313.37
627.421,382.86
627.768,375.42
628.114,397.76
628.461,350.6
628.807,434.99
629.154,430.02
629.5,345.63
629.846,382.86
630.192,437.47
630.538,469.74
630.884,487.11
631.231,420.1
631.577,390.31
631.922,363.01
632.268,432.51
632.614,417.61
632.96,313.37
633.306,328.26
633.651,390.31
633.997,355.56
634.343,367.97
634.688,385.35
635.034,318.33
635.379,343.15
635.725,350.6
636.07,367.97
636.415,365.49
636.761,293.51
637.106,439.95
637.451,382.86
637.796,353.08
638.141,360.53
638.486,370.45
638.831,382.86
639.176,415.13
639.521,420.1
639.866,298.47
640.211,372.94
640.555,335.7
640.9,430.02
641.245,363.01
641.589,283.58
641.934,345.63
642.278,380.38
642.623,417.61
642.967,271.17
643.312,291.03
643.656,375.42
644,303.44
644.344,407.69
644.689,372.94
645.033,382.86
645.377,405.2
645.721,365.49
646.065,387.83
646.409,286.06
646.753,380.38
647.096,216.56
647.44,410.17
647.784,323.29
648.128,390.31
648.471,382.86
648.815,355.56
649.158,382.86
649.502,400.24
649.845,397.76
650.189,360.53
650.532,360.53
650.875,405.2
651.218,377.9
651.562,377.9
651.905,323.29
652.248,353.08
652.591,355.56
652.934,417.61
653.277,363.01
653.62,420.1
653.963,355.56
654.305,430.02
654.648,308.4
654.991,380.38
655.334,358.04
655.676,449.88
656.019,308.4
656.361,372.94
656.704,308.4
657.046,318.33
657.389,377.9
657.731,387.83
658.073,345.63
658.415,397.76
658.757,402.72
659.1,412.65
659.442,323.29
659.784,370.45
660.126,308.4
660.468,350.6
660.809,375.42
661.151,370.45
661.493,358.04
661.835,397.76
662.177,343.15
662.518,380.38
662.86,372.94
663.201,333.22
663.543,392.79
663.884,430.02
664.226,353.08
664.567,355.56
664.908,340.67
665.249,286.06
665.591,318.33
665.932,365.49
666.273,370.45
666.614,392.79
666.955,300.96
667.296,298.47
667.637,350.6
667.978,377.9
668.318,310.88
668.659,343.15
669,372.94
669.341,348.12
669.681,427.54
670.022,283.58
670.362,350.6
670.703,365.49
671.043,367.97
671.383,338.19
671.724,335.7
672.064,353.08
672.404,295.99
672.744,343.15
673.085,328.26
673.425,400.24
673.765,291.03
674.105,390.31
674.444,380.38
674.784,353.08
675.124,338.19
675.464,233.94
675.804,343.15
676.143,407.69
676.483,350.6
676.823,363.01
677.162,340.67
677.501,325.78
677.841,283.58
678.18,328.26
678.52,430.02
678.859,412.65
679.198,295.99
679.537,360.53
679.876,417.61
680.215,372.94
680.555,330.74
680.894,370.45
681.232,268.69
681.571,353.08
681.91,385.35
682.249,417.61
682.588,382.86
682.926,367.97
683.265,335.7
683.604,335.7
683.942,308.4
684.281,355.56
684.619,313.37
684.957,430.02
685.296,365.49
685.634,372.94
685.972,340.67
686.31,355.56
686.649,367.97
686.987,345.63
687.325,390.31
