Wvlgth nm,Global tilt W*m-2*nm-1
479.618,32309.09
479.983,32093.14
480.348,32837.77
480.714,32718.63
481.079,33790.9
481.444,33924.94
481.81,33656.87
482.175,34396.54
482.54,34729.14
482.905,34694.39
483.27,35714.53
483.635,35456.39
484,35741.84
484.365,36647.8
484.73,36367.33
485.095,36526.18
485.459,36923.32
485.824,37193.87
486.189,37231.1
486.553,38092.39
486.918,38588.81
487.283,39179.55
487.647,39549.38
488.012,39805.04
488.376,40519.89
488.74,40827.67
489.105,41574.78
489.469,41401.03
489.833,42354.16
490.198,42746.33
490.562,43203.04
490.926,43347
491.29,43965.05
491.654,43860.8
492.018,44171.06
492.382,44434.17
492.746,44754.36
493.11,44871.02
493.474,45052.21
493.837,45230.92
494.201,45377.37
494.565,44789.11
494.928,45074.55
495.292,45260.71
495.656,45201.14
496.019,45501.47
496.383,44990.16
496.746,44699.75
497.109,44580.61
497.473,43741.66
497.836,44148.72
498.199,43580.32
498.563,43376.79
498.926,43004.47
499.289,42426.14
499.652,42182.9
500.015,41614.5
500.378,41244.66
500.741,40621.65
501.104,40001.13
501.467,39780.22
501.829,39519.6
502.192,38983.46
502.555,38918.93
502.918,38266.14
503.28,38161.89
503.643,37707.66
504.005,37186.42
504.368,37069.76
504.73,36804.18
505.093,36384.7
505.455,35818.78
505.817,36238.26
506.18,35724.46
506.542,35515.97
506.904,35659.93
507.266,35247.9
507.628,34979.83
507.991,34555.39
508.353,34108.61
508.715,33852.96
509.076,33607.23
509.438,33944.79
509.8,34108.61
510.162,33656.87
510.524,33212.57
510.885,32557.3
511.247,32204.84
511.609,32470.42
511.97,32189.95
512.332,32043.5
512.693,32440.64
513.055,32135.34
513.416,31795.29
513.778,31765.51
514.139,31740.68
514.5,31978.97
514.861,31524.74
515.223,31447.8
515.584,31080.44
515.945,31321.21
516.306,31951.66
516.667,31363.4
517.028,31760.54
517.389,31422.98
517.75,31549.56
518.11,31785.36
518.471,31698.49
518.832,31306.32
519.193,31504.88
519.553,31375.82
519.914,31328.66
520.274,31390.71
520.635,31874.72
520.995,31065.55
521.356,31537.15
521.716,31715.86
522.076,31782.88
522.437,31413.05
522.797,31524.74
523.157,31413.05
523.517,31591.76
523.877,31661.26
524.238,31226.89
524.598,31889.61
524.958,32060.88
525.317,32115.48
525.677,31882.16
526.037,31810.18
526.397,32011.23
526.757,31830.04
527.116,31852.38
527.476,32137.82
527.836,32070.8
528.195,32187.46
528.555,31882.16
528.914,32187.46
529.274,32592.05
529.633,32033.57
529.993,32244.55
530.352,32703.74
530.711,32408.37
531.07,32145.27
531.429,32122.93
531.789,32502.69
532.148,33157.97
532.507,32529.99
532.866,32423.26
533.225,32435.67
533.584,32492.76
533.942,32621.83
534.301,32356.25
534.66,32651.62
535.019,32333.91
535.377,32790.61
535.736,32333.91
536.095,32582.12
536.453,32750.9
536.812,32314.05
537.17,32606.94
537.528,32726.08
537.887,32954.43
538.245,32338.87
538.603,32259.44
538.962,32529.99
539.32,32395.96
539.678,32455.53
540.036,32668.99
540.394,32668.99
540.752,32440.64
541.11,33153
541.468,32433.19
541.826,32837.77
542.184,32569.71
542.541,33006.56
542.899,32609.42
543.257,33043.79
543.614,33304.41
543.972,32539.92
544.33,32927.13
544.687,32857.63
545.045,33120.73
545.402,33160.45
545.759,33359.02
546.117,33026.41
546.474,33383.84
546.831,33212.57
547.188,33237.39
547.546,33018.97
547.903,33016.49
548.26,33120.73
548.617,32793.1
548.974,33510.42
549.331,33177.82
549.687,33344.12
550.044,32924.65
550.401,33018.97
550.758,33463.26
551.114,33301.93
551.471,33423.55
551.828,33383.84
552.184,33004.08
552.541,32956.92
552.897,33438.44
553.254,33190.23
553.61,33081.02
553.966,33617.16
554.323,33259.73
554.679,33435.96
555.035,33217.54
555.391,33535.25
555.747,33103.36
556.103,33619.64
556.459,33579.92
556.815,33838.06
557.171,33708.99
557.527,33974.58
557.883,33632.05
558.239,33790.9
558.594,33473.19
558.95,33532.76
559.306,34220.31
559.661,33969.61
560.017,34088.76
560.372,33761.12
560.728,33746.22
561.083,34061.45
561.438,34123.5
561.794,34336.97
562.149,34009.33
562.504,34473.48
562.859,34344.41
563.215,34403.98
563.57,34461.07
563.925,34302.22
564.28,34471
564.635,34783.74
564.99,34356.82
565.344,34508.23
565.699,34672.05
566.054,34562.84
566.409,34629.85
566.763,34654.67
567.118,34657.16
567.473,34555.39
567.827,35329.81
568.182,34825.94
568.536,35056.78
568.891,35004.65
569.245,35215.63
569.599,35434.06
569.953,35103.94
570.308,35411.72
570.662,35277.68
571.016,35108.9
571.37,35352.15
571.724,35729.43
572.078,35650
572.432,35692.19
572.786,35592.91
573.14,35396.82
573.494,35525.89
573.847,35148.61
574.201,35823.75
574.555,35764.18
574.908,35404.27
575.262,35682.27
575.615,35617.73
575.969,35359.59
576.322,35692.19
576.676,35600.36
577.029,35992.53
577.382,35697.16
577.736,35935.44
578.089,35645.03
578.442,35233.01
578.795,35702.12
579.148,35697.16
579.501,35344.7
579.854,35443.98
580.207,35962.74
580.56,35386.9
580.913,35573.05
581.265,35352.15
581.618,35342.22
581.971,35359.59
582.324,35329.81
582.676,35123.79
583.029,34855.73
583.381,35277.68
583.734,35195.77
584.086,35359.59
584.438,34945.08
584.791,35138.69
585.143,35076.63
585.495,35143.65
585.847,35061.74
586.2,35123.79
586.552,34629.85
586.904,34572.77
587.256,34731.62
587.608,34992.24
587.959,34632.34
588.311,34538.02
588.663,34664.6
589.015,34054.01
589.367,34401.5
589.718,34361.79
590.07,34557.87
590.421,33959.69
590.773,34071.38
591.124,33589.85
591.476,34274.91
591.827,33862.88
592.179,33895.15
592.53,33833.1
592.881,33954.72
593.232,33632.05
593.584,33361.5
593.935,33629.57
594.286,33748.71
594.637,33649.42
594.988,33339.16
595.339,33090.95
595.689,33780.97
596.04,33279.59
596.391,33165.41
596.742,33495.53
597.092,33033.86
597.443,33299.45
597.794,33123.22
598.144,33269.66
598.495,33381.36
598.845,33299.45
599.196,33361.5
599.546,33632.05
599.896,33584.89
600.247,33220.02
600.597,33093.43
600.947,33398.73
601.297,33646.94
601.647,33247.32
601.997,33480.64
602.347,33542.69
602.697,33038.83
603.047,33108.32
603.397,33172.86
603.747,33532.76
604.096,33855.44
604.446,33128.18
604.796,33366.46
605.145,33865.37
605.495,33498.01
605.844,33326.75
606.194,33882.74
606.543,34140.88
606.893,34031.67
607.242,34235.2
607.591,33957.2
607.94,33713.96
608.29,33520.35
608.639,34403.98
608.988,33989.47
609.337,34014.29
609.686,33644.46
610.035,34262.5
610.384,34654.67
610.733,34262.5
611.081,34394.05
611.43,34339.45
611.779,34463.55
612.127,34868.14
612.476,34766.37
612.825,34614.96
613.173,34423.84
613.522,34803.6
613.87,34374.2
614.218,34791.19
614.567,34436.25
614.915,34947.56
615.263,34490.86
615.611,34346.89
615.96,34535.53
616.308,34605.03
616.656,34557.87
617.004,34677.01
617.352,34600.07
617.7,34758.92
618.047,34610
618.395,34552.91
618.743,35103.94
619.091,34756.44
619.438,35034.44
619.786,34806.08
620.134,34694.39
620.481,34880.55
620.829,34627.37
621.176,34498.3
621.523,34503.27
621.871,34902.89
622.218,34426.32
622.565,34488.37
622.912,34716.73
623.259,34813.53
623.607,34292.29
623.954,34917.78
624.301,34061.45
624.648,34518.16
624.994,34580.21
625.341,34235.2
625.688,34125.99
626.035,34309.66
626.382,34185.56
626.728,33838.06
627.075,33458.3
627.421,34217.82
627.768,33396.25
628.114,33249.8
628.461,33542.69
628.807,33505.46
629.154,33671.76
629.5,33277.11
629.846,33694.1
630.192,33220.02
630.538,33148.04
630.884,32609.42
631.231,32656.58
631.577,32884.93
631.922,32711.19
632.268,32706.22
632.614,32430.71
632.96,32405.89
633.306,32127.89
633.651,31981.45
633.997,31924.36
634.343,31705.94
634.688,31921.88
635.034,31207.03
635.379,31125.12
635.725,31229.37
636.07,31140.02
636.415,31010.95
636.761,30866.98
637.106,30725.5
637.451,30603.88
637.796,30132.28
638.141,29948.61
638.486,29802.16
638.831,29961.02
639.176,29725.22
639.521,29881.59
639.866,29352.9
640.211,29102.21
640.555,29469.56
640.9,28759.68
641.245,28446.93
641.589,28106.88
641.934,28384.88
642.278,28399.77
642.623,28248.36
642.967,27948.03
643.312,27603.02
643.656,27424.31
644,27302.68
644.344,27392.04
644.689,26823.64
645.033,27238.15
645.377,26811.23
645.721,26903.06
646.065,26674.71
646.409,26213.04
646.753,26230.41
647.096,25957.38
647.44,25642.15
647.784,25592.51
648.128,25446.07
648.471,25463.44
648.815,25282.25
649.158,25145.73
649.502,25150.7
649.845,24574.85
650.189,24877.67
650.532,24368.83
650.875,24008.93
651.218,24041.2
651.562,23822.77
651.905,23596.9
652.248,23380.96
652.591,23271.74
652.934,23331.32
653.277,23028.5
653.62,22385.63
653.963,22648.74
654.305,22509.74
654.648,22256.56
654.991,22110.12
655.334,22043.1
655.676,21881.77
656.019,21837.09
656.361,21730.36
656.704,21487.11
657.046,21206.63
657.389,21050.26
657.731,20754.89
658.073,20672.98
658.415,20794.6
658.757,20399.95
659.1,20188.97
659.442,20352.79
659.784,19846.44
660.126,20025.15
660.468,20007.78
660.809,19498.95
661.151,19382.29
661.493,19407.11
661.835,19054.65
662.177,19394.7
662.518,18861.05
662.86,18868.49
663.201,18488.73
663.543,18188.39
663.884,18357.18
664.226,18106.49
664.567,18337.32
664.908,17979.9
665.249,17535.6
665.591,17679.56
665.932,17674.6
666.273,17133.5
666.614,17138.46
666.955,16768.63
667.296,16939.9
667.637,17056.56
667.978,16805.86
668.318,16316.89
668.659,16309.44
669,16043.86
669.341,16031.45
669.681,16036.41
670.022,15830.4
670.362,15669.06
670.703,15778.27
671.043,15381.13
671.383,15209.87
671.724,15120.51
672.064,15016.27
672.404,14926.91
672.744,14614.16
673.085,14507.43
673.425,14363.47
673.765,13948.96
674.105,14018.46
674.444,13906.77
674.784,13661.04
675.124,13857.12
675.464,13623.81
675.804,13633.73
676.143,13544.38
676.483,13147.24
676.823,13102.56
677.162,12767.48
677.501,12588.77
677.841,12658.27
678.18,12554.02
678.52,12789.82
678.859,12755.07
679.198,12199.08
679.537,12104.76
679.876,11953.35
680.215,12027.81
680.555,11846.62
680.894,11742.37
681.232,11630.68
681.571,11593.44
681.91,11303.04
682.249,11451.96
682.588,11092.06
682.926,11069.72
683.265,10898.45
683.604,10950.58
683.942,10826.47
684.281,10652.73
684.619,10392.11
684.957,10372.25
685.296,10377.21
685.634,10205.95
685.972,10193.54
686.31,9890.72
686.649,10014.83
686.987,9913.06
687.325,9612.72
687.663,9627.62
688.001,9535.78
688.338,9493.58
688.676,9317.35
689.014,9183.32
689.352,9240.41
689.69,8989.72
690.027,8865.61
690.365,8825.9
690.702,8773.77
691.04,8793.63
691.377,8587.62
691.715,8441.17
692.052,8421.31
692.389,8426.28
692.726,8287.28
693.064,8192.96
693.401,8016.73
693.738,7957.16
694.075,8113.53
694.412,7860.36
694.749,7897.59
695.086,7748.66
695.423,7828.09
695.759,7897.59
696.096,7681.65
696.433,7713.91
696.769,7634.49
697.106,7569.95
697.443,7639.45
697.779,7636.97
698.116,7483.08
698.452,7488.04
698.788,7341.6
699.125,7564.99
699.461,7465.7
699.797,7488.04
700.133,7435.92
700.469,7391.24
700.805,7393.72
701.141,7373.87
701.477,7301.89
701.813,7234.87
702.149,7262.17
702.485,7398.69
702.82,7383.79
703.156,7500.45
703.492,7443.37
703.827,7455.78
704.163,7485.56
704.498,7562.51
704.834,7356.49
705.169,7612.15
705.505,7592.29
705.84,7587.33
706.175,7597.26
706.51,7656.83
706.845,7771
707.18,7756.11
707.515,7798.31
707.85,7823.13
708.185,8051.48
708.52,8073.82
708.855,8116.02
709.19,8086.23
709.525,8178.07
709.859,8292.25
710.194,8354.3
710.529,8513.15
710.863,8557.83
711.198,8609.95
711.532,8746.47
711.866,8632.29
712.201,8900.36
712.535,8907.81
712.869,9009.57
713.203,9131.2
713.537,9203.18
713.872,9262.75
714.206,9510.96
714.54,9376.92
714.873,9533.3
715.207,9960.22
715.541,9915.54
715.875,10188.57
716.209,9918.02
716.542,10076.88
716.876,10483.94
717.21,10436.78
717.543,10459.12
717.877,10928.24
718.21,11047.38
718.543,11221.13
718.877,11447
719.21,11566.14
719.543,11509.05
719.876,11672.87
720.209,12146.95
720.542,12079.94
720.875,12328.15
721.208,12310.77
721.541,12521.75
721.874,13174.54
722.207,12884.14
722.54,13241.56
722.872,13529.49
723.205,13467.43
723.538,13896.84
723.87,14070.58
724.203,14333.69
724.535,14562.04
724.868,14892.16
725.2,15301.71
725.532,15408.44
725.865,15391.06
726.197,15698.84
726.529,16066.2
726.861,16297.03
727.193,16095.98
727.525,16401.28
727.857,16867.92
728.189,16962.24
728.521,17374.26
728.853,17483.48
729.184,17495.89
729.516,17972.45
729.848,18158.61
730.179,18280.23
730.511,18175.98
730.842,18163.57
731.174,18357.18
731.505,18444.05
731.836,18272.79
732.168,18632.69
732.499,18555.75
732.83,18518.51
733.161,18573.12
733.492,18292.64
733.823,18185.91
734.154,18151.16
734.485,17488.44
734.816,17391.64
735.147,17126.05
735.478,17088.82
735.808,16694.17
736.139,15919.75
736.47,16076.12
736.8,15822.95
737.131,15085.76
737.461,14787.91
737.792,14445.38
738.122,13978.75
738.452,13579.13
738.782,13070.3
739.113,12961.08
739.443,12382.75
739.773,11886.33
740.103,11648.05
740.433,11432.11
740.763,10950.58
741.093,10513.73
741.423,10255.59
741.752,10230.77
742.082,9674.78
742.412,9419.12
742.742,9106.38
743.071,9170.91
743.401,8855.68
743.73,8592.58
744.06,8456.06
744.389,8235.16
744.718,8083.75
745.048,8063.89
745.377,7733.77
745.706,7661.79
746.035,7515.35
746.364,7594.77
746.693,7336.63
747.022,7150.48
747.351,7160.41
747.68,7031.34
748.009,7135.58
748.338,6778.16
748.666,6870
748.995,6989.14
749.323,6949.43
749.652,6802.98
749.981,6922.12
750.309,6827.8
750.637,7061.12
750.966,6793.05
751.294,6964.32
751.622,6681.36
751.95,6872.48
752.279,6899.78
752.607,6810.43
752.935,6780.64
753.263,6897.3
753.591,7053.68
753.919,6932.05
754.246,7215.01
754.574,7145.51
754.902,7195.15
755.23,7247.28
755.557,7187.71
755.885,7383.79
756.212,7329.19
756.54,7309.33
756.867,7512.86
757.195,7443.37
757.522,7547.61
757.849,7748.66
758.176,7540.17
758.503,7582.36
758.831,7870.29
759.158,7768.52
759.485,7952.2
759.812,7897.59
760.138,7830.57
760.465,8004.32
760.792,8081.27
761.119,8098.64
761.446,8185.51
761.772,8297.21
762.099,8408.9
762.425,8441.17
762.752,8232.67
763.078,8264.94
763.405,8535.49
763.731,8336.92
764.057,8473.44
764.383,8557.83
764.71,8523.08
765.036,8734.06
765.362,8505.71
765.688,8508.19
766.014,8465.99
766.34,8711.72
766.665,8550.38
766.991,8565.28
767.317,8634.78
767.643,8515.63
767.968,8428.76
768.294,8691.86
768.619,8451.1
768.945,8560.31
769.27,8202.89
769.596,8480.89
769.921,8111.05
770.246,8379.12
770.572,8061.41
770.897,8160.69
771.222,7986.95
771.547,7815.68
771.872,7949.71
772.197,8009.29
772.522,7954.68
772.847,7694.06
773.171,7609.67
773.496,7373.87
773.821,7403.65
774.146,7282.03
774.47,7314.3
774.795,7207.57
775.119,6932.05
775.444,6857.59
775.768,6731
776.092,6678.88
776.417,6574.63
776.741,6428.18
777.065,6450.52
777.389,6281.74
777.713,6142.74
778.037,6110.48
778.361,6016.16
778.685,5954.1
779.009,5720.79
779.333,5616.54
779.657,5405.56
779.98,5393.15
780.304,5169.76
780.627,5261.6
780.951,5075.44
781.274,4978.64
781.598,4799.92
781.921,4827.23
782.245,4837.16
782.568,4551.71
782.891,4740.35
783.214,4368.04
783.537,4258.83
783.861,4308.47
784.184,4184.36
784.506,4060.26
784.829,4008.13
785.152,4027.99
785.475,3993.24
785.798,3836.87
786.12,3794.67
786.443,3735.1
786.766,3720.21
787.088,3608.51
787.411,3588.66
787.733,3573.76
788.056,3509.23
788.378,3452.14
788.7,3385.12
789.022,3439.73
789.345,3357.82
789.667,3300.73
789.989,3169.18
790.311,3253.57
790.633,3236.2
790.955,3295.77
791.276,3285.84
791.598,3122.02
791.92,3258.54
792.242,3184.07
792.563,3223.79
792.885,3203.93
793.206,3107.13
793.528,3231.23
793.849,3094.72
794.171,3228.75
794.492,3079.83
794.813,3198.97
795.134,3270.95
795.456,3184.07
795.777,3270.95
796.098,3231.23
796.419,3246.13
796.74,3186.56
797.061,3248.61
797.381,3345.41
797.702,3395.05
798.023,3293.29
798.344,3367.75
798.664,3385.12
798.985,3501.78
799.305,3397.54
799.626,3541.5
799.946,3593.62
800.267,3347.89
800.587,3571.28
800.907,3509.23
801.227,3591.14
801.548,3526.6
801.868,3692.91
802.188,3745.03
802.508,3722.69
802.828,3794.67
803.147,3638.3
803.467,3735.1
803.787,3722.69
804.107,3923.74
804.426,3896.44
804.746,3926.22
805.066,3931.19
805.385,4067.7
805.705,3886.51
806.024,4055.29
806.343,3916.3
806.663,4062.74
806.982,4023.03
807.301,4035.44
807.62,4134.72
807.939,4050.33
808.258,4179.4
808.577,4090.04
808.896,4090.04
809.215,4199.26
809.534,4077.63
809.852,4087.56
810.171,4072.67
810.49,4127.27
810.808,4186.84
811.127,4171.95
811.445,4171.95
811.764,4050.33
812.082,4047.85
812.401,4067.7
812.719,4144.65
813.037,4060.26
813.355,4107.42
813.673,3943.6
813.991,4102.45
814.309,3856.72
814.627,4082.6
814.945,4008.13
815.263,3921.26
815.581,3841.83
815.899,3916.3
816.216,3926.22
816.534,3874.1
816.851,3834.39
817.169,3839.35
817.486,3807.08
817.804,3757.44
818.121,3797.15
818.438,3663.12
818.756,3844.31
819.073,3613.48
819.39,3702.83
819.707,3603.55
820.024,3576.25
820.341,3737.58
820.658,3447.18
820.975,3660.64
821.292,3521.64
821.608,3558.87
821.925,3504.27
822.242,3424.84
822.558,3442.21
822.875,3481.93
823.191,3474.48
823.508,3412.43
823.824,3447.18
824.141,3491.86
824.457,3347.89
824.773,3357.82
825.089,3352.86
825.405,3315.63
825.721,3417.39
826.037,3375.2
826.353,3310.66
826.669,3352.86
826.985,3372.71
827.301,3375.2
827.617,3422.36
827.932,3335.48
828.248,3392.57
828.563,3377.68
828.879,3328.04
829.194,3337.96
829.51,3372.71
829.825,3457.11
830.14,3370.23
830.456,3370.23
830.771,3424.84
831.086,3367.75
831.401,3395.05
831.716,3429.8
832.031,3370.23
832.346,3462.07
832.661,3459.59
832.976,3387.61
833.29,3474.48
833.605,3424.84
833.92,3496.82
834.234,3573.76
834.549,3588.66
834.863,3665.6
835.178,3486.89
835.492,3484.41
835.806,3531.57
836.121,3653.19
836.435,3653.19
836.749,3558.87
837.063,3615.96
837.377,3730.14
837.691,3720.21
838.005,3745.03
838.319,3692.91
838.633,3762.4
838.946,3625.89
839.26,3884.03
839.574,3906.37
839.887,3963.46
840.201,4072.67
840.514,3841.83
840.828,4055.29
841.141,4005.65
841.455,3990.76
841.768,4025.51
842.081,4077.63
842.394,4090.04
842.707,4139.68
843.02,4335.77
843.333,4382.93
843.646,4395.34
843.959,4276.2
844.272,4380.45
844.585,4484.7
844.898,4512
845.21,4410.23
845.523,4579.02
845.835,4432.57
846.148,4603.84
846.46,4606.32
846.773,4680.78
847.085,4780.07
847.397,4675.82
847.71,4708.09
848.022,4688.23
848.334,4660.93
848.646,4760.21
848.958,4931.48
849.27,4680.78
849.582,4874.39
849.894,4621.21
850.205,4804.89
850.517,4807.37
850.829,4889.28
851.141,4678.3
851.452,4700.64
851.764,4603.84
852.075,4680.78
852.386,4606.32
852.698,4641.07
853.009,4497.11
853.32,4494.63
853.632,4442.5
853.943,4524.41
854.254,4462.36
854.565,4360.59
854.876,4181.88
855.187,4129.76
855.497,4191.81
855.808,4070.19
856.119,3817.01
856.43,3792.19
856.74,3571.28
857.051,3722.69
857.361,3581.21
857.672,3529.09
857.982,3362.79
858.293,3367.75
858.603,3114.58
858.913,3129.47
859.223,3037.63
859.533,3015.29
859.844,2749.71
860.154,2702.55
860.464,2705.03
860.773,2633.05
861.083,2578.44
861.393,2394.77
861.703,2432
862.013,2233.43
862.322,2248.32
862.632,2290.52
862.941,2134.14
863.251,2091.95
863.56,2067.13
863.869,1965.36
864.179,1799.06
864.488,1843.74
864.797,1759.35
865.106,1697.29
865.415,1734.53
865.724,1548.37
866.033,1585.6
866.342,1503.69
866.651,1565.74
866.96,1426.74
867.269,1436.67
867.577,1396.96
867.886,1280.3
868.195,1322.5
868.503,1267.89
868.812,1282.78
869.12,1272.85
869.428,1183.5
869.737,1215.77
870.045,1178.53
870.353,1210.8
870.661,1096.62
870.969,1111.52
871.277,1091.66
871.585,1049.46
871.893,1109.04
872.201,1106.55
872.509,1118.96
872.817,1044.5
873.124,1029.61
873.432,984.93
873.739,1017.2
874.047,1019.68
874.354,997.34
874.662,1064.36
874.969,873.24
875.276,1017.2
875.584,920.4
875.891,927.84
876.198,972.52
876.505,1024.64
876.812,952.66
877.119,870.75
877.426,967.56
877.733,915.43
878.04,848.41
878.346,880.68
878.653,905.5
878.96,932.81
879.266,838.49
879.573,932.81
879.879,920.4
880.185,873.24
880.492,984.93
880.798,907.98
881.104,1004.79
881.411,885.65
881.717,984.93
882.023,868.27
882.329,922.88
882.635,932.81
882.941,893.09
883.246,853.38
883.552,903.02
883.858,965.07
884.164,975
884.469,1049.46
884.775,900.54
