Wvlgth nm,Global tilt W*m-2*nm-1
590.421,725.71
590.773,757.97
591.124,753.01
591.476,705.85
591.827,839.88
592.179,795.2
592.53,899.45
592.881,787.76
593.232,889.52
593.584,896.97
593.935,854.77
594.286,827.47
594.637,978.88
594.988,1001.22
595.339,968.95
595.689,924.27
596.04,993.77
596.391,931.72
596.742,1021.08
597.092,1031
597.443,1187.38
597.794,1192.34
598.144,1115.4
598.495,1179.93
598.845,1234.54
599.196,1259.36
599.546,1470.34
599.896,1341.27
600.247,1482.75
600.597,1420.69
600.947,1393.39
601.297,1549.76
601.647,1524.94
601.997,1579.55
602.347,1688.76
602.697,1758.26
603.047,1738.4
603.397,1770.67
603.747,1857.54
604.096,2001.51
604.446,2036.26
604.796,2085.9
605.145,2090.86
605.495,2284.47
605.844,2277.02
606.194,2249.72
606.543,2398.64
606.893,2555.02
607.242,2502.89
607.591,2617.07
607.94,2654.3
608.29,2748.62
608.639,2924.85
608.988,2904.99
609.337,2962.08
609.686,3163.13
610.035,3403.9
610.384,3398.93
610.733,3652.11
611.081,3768.77
611.43,3791.1
611.779,4034.35
612.127,4036.83
612.476,4218.03
612.825,4357.02
613.173,4486.09
613.522,4592.82
613.87,4654.88
614.218,4828.62
614.567,4982.51
614.915,5166.19
615.263,5459.08
615.611,5598.08
615.96,5908.34
616.308,6134.21
616.656,6265.76
617.004,6397.31
617.352,6710.06
617.7,6886.29
618.047,7275.98
618.395,7452.21
618.743,7700.42
619.091,8134.79
619.438,8392.93
619.786,8556.74
620.134,8894.31
620.481,9475.12
620.829,9447.82
621.176,10192.45
621.523,10304.15
621.871,10964.39
622.218,11274.65
622.565,11758.66
622.912,12185.58
623.259,13034.46
623.607,12972.41
623.954,13640.09
624.301,13751.79
624.648,14312.74
624.994,14960.57
625.341,15044.96
625.688,15849.17
626.035,16070.07
626.382,16439.91
626.728,16782.44
627.075,16789.88
627.421,17539.48
627.768,18003.63
628.114,18078.1
628.461,18055.76
628.807,18313.9
629.154,18241.92
629.5,18249.36
629.846,18038.38
630.192,17517.14
630.538,17482.39
630.884,17092.7
631.231,16541.67
631.577,16236.38
631.922,15250.98
632.268,14354.94
632.614,13937.95
632.96,13051.84
633.306,12381.67
633.651,11493.07
633.997,10924.67
634.343,10155.22
634.688,9385.77
635.034,8742.9
635.379,8080.18
635.725,7596.17
636.07,7037.7
636.415,6583.47
636.761,5851.25
637.106,5662.61
637.451,5238.17
637.796,4833.59
638.141,4607.72
638.486,4294.97
638.831,3907.76
639.176,3647.14
639.521,3537.93
639.866,3297.17
640.211,3071.29
640.555,2882.65
640.9,2651.82
641.245,2676.64
641.589,2383.75
641.934,2443.32
642.278,2135.54
642.623,2125.61
642.967,1914.63
643.312,1872.44
643.656,1753.3
644,1797.97
644.344,1574.58
644.689,1522.46
645.033,1403.32
645.377,1413.25
645.721,1346.23
646.065,1199.79
646.409,1187.38
646.753,1147.66
647.096,1102.99
647.44,1055.83
647.784,991.29
648.128,911.86
648.471,941.65
648.815,924.27
649.158,839.88
649.502,782.79
649.845,728.19
650.189,713.29
650.532,765.42
650.875,688.47
651.218,668.62
651.562,646.28
651.905,663.65
652.248,636.35
652.591,700.88
652.934,596.64
653.277,596.64
653.62,579.26
653.963,517.21
654.305,544.51
654.648,527.14
654.991,507.28
655.334,502.32
655.676,586.71
656.019,529.62
656.361,517.21
656.704,462.6
657.046,455.16
657.389,442.75
657.731,472.53
658.073,467.57
658.415,395.59
658.757,380.69
659.1,405.51
659.442,350.91
659.784,403.03
660.126,489.91
660.468,417.92
660.809,455.16
661.151,477.49
661.493,385.66
661.835,417.92
662.177,403.03
662.518,405.51
662.86,432.82
663.201,435.3
663.543,313.68
663.884,380.69
664.226,410.48
664.567,360.84
664.908,390.62
665.249,326.09
665.591,398.07
665.932,383.17
666.273,328.57
666.614,368.28
666.955,370.76
667.296,348.43
667.637,350.91
667.978,333.53
668.318,393.1
668.659,283.89
669,358.35
669.341,358.35
669.681,350.91
670.022,375.73
670.362,410.48
670.703,363.32
671.043,422.89
671.383,348.43
671.724,410.48
672.064,328.57
672.404,306.23
672.744,380.69
673.085,383.17
673.425,388.14
673.765,368.28
674.105,375.73
674.444,288.85
674.784,276.44
675.124,333.53
675.464,318.64
675.804,331.05
676.143,318.64
676.483,281.41
676.823,321.12
677.162,358.35
677.501,398.07
677.841,393.1
678.18,328.57
678.52,343.46
678.859,373.25
679.198,338.5
679.537,340.98
679.876,388.14
680.215,336.01
680.555,221.84
680.894,318.64
681.232,373.25
681.571,323.6
681.91,405.51
682.249,398.07
682.588,273.96
682.926,316.16
683.265,360.84
683.604,410.48
683.942,353.39
684.281,336.01
684.619,365.8
684.957,293.82
685.296,298.78
685.634,375.73
685.972,370.76
686.31,385.66
686.649,276.44
686.987,298.78
687.325,340.98
687.663,298.78
688.001,296.3
688.338,355.87
688.676,393.1
689.014,348.43
689.352,378.21
689.69,360.84
690.027,345.94
690.365,415.44
690.702,303.75
691.04,358.35
691.377,383.17
691.715,380.69
692.052,420.41
692.389,375.73
692.726,328.57
693.064,306.23
693.401,318.64
693.738,417.92
694.075,395.59
694.412,363.32
694.749,360.84
695.086,427.85
695.423,358.35
695.759,350.91
696.096,321.12
696.433,348.43
696.769,338.5
697.106,388.14
697.443,288.85
697.779,318.64
698.116,328.57
698.452,278.93
698.788,283.89
699.125,368.28
699.461,383.17
699.797,313.68
700.133,323.6
700.469,400.55
700.805,358.35
701.141,336.01
701.477,326.09
701.813,331.05
702.149,323.6
702.485,348.43
702.82,360.84
703.156,246.66
703.492,234.25
703.827,395.59
704.163,393.1
704.498,313.68
704.834,385.66
705.169,326.09
705.505,355.87
705.84,365.8
706.175,390.62
706.51,326.09
706.845,370.76
707.18,355.87
707.515,370.76
707.85,308.71
708.185,390.62
708.52,353.39
708.855,380.69
709.19,313.68
709.525,343.46
709.859,338.5
710.194,345.94
710.529,313.68
710.863,360.84
711.198,360.84
711.532,403.03
711.866,296.3
712.201,395.59
712.535,293.82
712.869,353.39
713.203,316.16
713.537,400.55
713.872,365.8
714.206,390.62
714.54,301.27
714.873,281.41
715.207,323.6
715.541,350.91
715.875,368.28
716.209,363.32
716.542,358.35
716.876,365.8
717.21,373.25
717.543,353.39
717.877,316.16
718.21,333.53
718.543,340.98
718.877,405.51
719.21,321.12
719.543,360.84
719.876,345.94
720.209,303.75
720.542,355.87
720.875,378.21
721.208,353.39
721.541,360.84
721.874,306.23
722.207,340.98
722.54,388.14
722.872,306.23
723.205,393.1
723.538,405.51
723.87,353.39
724.203,388.14
724.535,345.94
724.868,331.05
725.2,316.16
725.532,326.09
725.865,298.78
726.197,336.01
726.529,328.57
726.861,415.44
727.193,296.3
727.525,308.71
727.857,331.05
728.189,348.43
728.521,365.8
728.853,301.27
729.184,338.5
729.516,427.85
729.848,403.03
730.179,365.8
730.511,318.64
730.842,368.28
731.174,343.46
731.505,340.98
731.836,326.09
732.168,358.35
732.499,338.5
732.83,316.16
733.161,333.53
733.492,326.09
733.823,368.28
734.154,338.5
734.485,306.23
734.816,405.51
735.147,301.27
735.478,348.43
735.808,338.5
736.139,365.8
736.47,276.44
736.8,328.57
737.131,368.28
737.461,358.35
737.792,306.23
738.122,370.76
738.452,323.6
738.782,383.17
739.113,318.64
739.443,321.12
739.773,363.32
740.103,306.23
740.433,340.98
740.763,348.43
741.093,269
741.423,301.27
741.752,316.16
742.082,378.21
742.412,343.46
742.742,358.35
743.071,368.28
743.401,301.27
743.73,338.5
744.06,375.73
744.389,338.5
744.718,318.64
745.048,318.64
745.377,383.17
745.706,321.12
746.035,264.03
746.364,353.39
746.693,318.64
747.022,276.44
747.351,338.5
747.68,365.8
748.009,360.84
748.338,348.43
748.666,355.87
748.995,408
749.323,336.01
749.652,388.14
749.981,338.5
750.309,286.37
750.637,398.07
750.966,365.8
751.294,338.5
751.622,373.25
751.95,316.16
752.279,398.07
752.607,331.05
752.935,273.96
753.263,261.55
753.591,326.09
753.919,313.68
754.246,293.82
754.574,400.55
754.902,259.07
755.23,321.12
755.557,365.8
755.885,345.94
756.212,363.32
756.54,298.78
756.867,398.07
757.195,226.8
757.522,316.16
757.849,336.01
758.176,328.57
758.503,378.21
758.831,390.62
759.158,266.52
759.485,375.73
759.812,278.93
760.138,353.39
760.465,442.75
760.792,360.84
761.119,445.23
761.446,427.85
761.772,400.55
762.099,340.98
762.425,348.43
762.752,301.27
763.078,318.64
763.405,318.64
763.731,278.93
764.057,338.5
764.383,273.96
764.71,368.28
765.036,437.78
765.362,348.43
765.688,358.35
766.014,400.55
766.34,328.57
766.665,358.35
766.991,353.39
767.317,313.68
767.643,383.17
767.968,254.11
768.294,403.03
768.619,331.05
768.945,375.73
769.27,380.69
769.596,276.44
769.921,375.73
770.246,353.39
770.572,375.73
770.897,283.89
771.222,365.8
771.547,380.69
771.872,405.51
772.197,316.16
772.522,410.48
772.847,365.8
773.171,283.89
773.496,355.87
773.821,375.73
774.146,358.35
774.47,321.12
774.795,350.91
775.119,385.66
775.444,306.23
775.768,298.78
776.092,353.39
776.417,288.85
776.741,321.12
777.065,316.16
777.389,328.57
777.713,365.8
778.037,264.03
778.361,313.68
778.685,380.69
779.009,313.68
779.333,326.09
779.657,435.3
779.98,375.73
780.304,313.68
780.627,370.76
780.951,286.37
781.274,271.48
781.598,360.84
781.921,350.91
782.245,288.85
782.568,370.76
782.891,283.89
783.214,343.46
783.537,388.14
783.861,363.32
784.184,303.75
784.506,316.16
784.829,311.19
785.152,363.32
785.475,301.27
785.798,340.98
786.12,355.87
786.443,393.1
786.766,410.48
787.088,343.46
787.411,353.39
787.733,340.98
788.056,355.87
788.378,308.71
788.7,336.01
789.022,321.12
789.345,403.03
789.667,306.23
789.989,338.5
790.311,340.98
790.633,323.6
790.955,355.87
791.276,266.52
791.598,318.64
791.92,328.57
792.242,395.59
792.563,340.98
792.885,236.73
793.206,293.82
793.528,278.93
793.849,276.44
794.171,273.96
794.492,326.09
794.813,286.37
795.134,383.17
795.456,301.27
795.777,390.62
796.098,301.27
796.419,370.76
796.74,336.01
797.061,353.39
797.381,278.93
797.702,403.03
798.023,358.35
798.344,350.91
798.664,380.69
798.985,338.5
799.305,345.94
799.626,422.89
799.946,249.14
800.267,273.96
800.587,303.75
800.907,336.01
801.227,345.94
801.548,288.85
801.868,395.59
802.188,355.87
802.508,350.91
802.828,350.91
803.147,368.28
803.467,326.09
803.787,340.98
804.107,368.28
804.426,323.6
804.746,303.75
805.066,331.05
805.385,313.68
805.705,278.93
806.024,306.23
806.343,400.55
806.663,368.28
806.982,336.01
807.301,333.53
807.62,365.8
807.939,348.43
808.258,323.6
808.577,340.98
808.896,326.09
809.215,316.16
809.534,343.46
809.852,321.12
810.171,358.35
810.49,331.05
810.808,355.87
811.127,296.3
811.445,343.46
811.764,278.93
812.082,363.32
812.401,316.16
812.719,380.69
813.037,321.12
813.355,288.85
813.673,276.44
813.991,296.3
814.309,308.71
814.627,288.85
814.945,358.35
815.263,405.51
815.581,360.84
815.899,368.28
816.216,313.68
816.534,368.28
816.851,350.91
